jL,cL,emL,pL,dsL
UT,Agricultural and Municipal Diversions-UT,UT Division of Water Resources Area-Altitude Method,USGS Mean Annual Reach Estimates,UT Other Irrigation Company Records
UT,Agricultural and Municipal Diversions-UT,UT Division of Water Resources Area-Altitude Method,USGS Mean Annual Reach Estimates,UT Reservoir Storage and Release Records
UT,Agricultural and Municipal Diversions-UT,UT Division of Water Resources Area-Altitude Method,USGS Mean Annual Reach Estimates,UT Water Rights Database
UT,Agricultural and Municipal Diversions-UT,UT Division of Water Resources Area-Altitude Method,USGS Mean Annual Reach Estimates,US Geological Survey (USGS)
UT,Agricultural and Municipal Diversions-UT,UT Division of Water Resources Area-Altitude Method,USGS Mean Annual Reach Estimates,Unknown
UT,Agricultural and Municipal Diversions-UT,UT Division of Water Resources Area-Altitude Method,Flow,USGS Stream Gages
UT,Agricultural and Municipal Diversions-UT,UT Division of Water Resources Area-Altitude Method,Flow,UT Diversion Records from River Commissioners
UT,Agricultural and Municipal Diversions-UT,UT Division of Water Resources Area-Altitude Method,Flow,UT Municipal Potable and Secondary Diversion Records
UT,Agricultural and Municipal Diversions-UT,UT Division of Water Resources Area-Altitude Method,Flow,UT Other Irrigation Company Records
UT,Agricultural and Municipal Diversions-UT,UT Division of Water Resources Area-Altitude Method,Flow,UT Reservoir Storage and Release Records
UT,Agricultural and Municipal Diversions-UT,UT Division of Water Resources Area-Altitude Method,Flow,UT Water Rights Database
UT,Agricultural and Municipal Diversions-UT,UT Division of Water Resources Area-Altitude Method,Flow,US Geological Survey (USGS)
UT,Agricultural and Municipal Diversions-UT,UT Division of Water Resources Area-Altitude Method,Flow,Unknown
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Irrigation Method,USGS Stream Gages
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Irrigation Method,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Irrigation Method,PRISM
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Irrigation Method,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Irrigation Method,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Irrigation Method,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Irrigation Method,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Irrigation Method,MesoWest Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Irrigation Method,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Irrigation Method,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Irrigation Method,Ground Survey
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Irrigation Requirement,USGS Stream Gages
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Irrigation Requirement,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Irrigation Requirement,PRISM
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Irrigation Requirement,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Irrigation Requirement,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Irrigation Requirement,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Irrigation Requirement,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Irrigation Requirement,MesoWest Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Irrigation Requirement,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Irrigation Requirement,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Irrigation Requirement,Ground Survey
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Solar Radiation,USGS Stream Gages
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Solar Radiation,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Solar Radiation,PRISM
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Solar Radiation,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Solar Radiation,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Solar Radiation,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Solar Radiation,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Solar Radiation,MesoWest Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Solar Radiation,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Solar Radiation,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Solar Radiation,Ground Survey
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Temperature,USGS Stream Gages
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Temperature,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Temperature,PRISM
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Temperature,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Temperature,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Temperature,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Temperature,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Temperature,MesoWest Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Temperature,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Temperature,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Temperature,Ground Survey
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Vapor Pressure,USGS Stream Gages
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Vapor Pressure,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Vapor Pressure,PRISM
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Vapor Pressure,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Vapor Pressure,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Vapor Pressure,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Vapor Pressure,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Vapor Pressure,MesoWest Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Vapor Pressure,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Vapor Pressure,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Vapor Pressure,Ground Survey
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Wind Run,USGS Stream Gages
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Wind Run,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Wind Run,PRISM
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Wind Run,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Wind Run,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Wind Run,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Wind Run,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Wind Run,MesoWest Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Wind Run,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Wind Run,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Wind Run,Ground Survey
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Climate Coefficient (kt),USGS Stream Gages
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Climate Coefficient (kt),UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Climate Coefficient (kt),PRISM
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Climate Coefficient (kt),National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Climate Coefficient (kt),Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Climate Coefficient (kt),US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Climate Coefficient (kt),Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Climate Coefficient (kt),MesoWest Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Climate Coefficient (kt),Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Climate Coefficient (kt),Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Climate Coefficient (kt),Ground Survey
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Growth State Coefficient (Kc),USGS Stream Gages
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Growth State Coefficient (Kc),UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Growth State Coefficient (Kc),PRISM
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Growth State Coefficient (Kc),National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Growth State Coefficient (Kc),Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Growth State Coefficient (Kc),US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Growth State Coefficient (Kc),Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Growth State Coefficient (Kc),MesoWest Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Growth State Coefficient (Kc),Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Growth State Coefficient (Kc),Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Growth State Coefficient (Kc),Ground Survey
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Mean Monthly Air Temperatures (T),USGS Stream Gages
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Mean Monthly Air Temperatures (T),UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Mean Monthly Air Temperatures (T),PRISM
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Mean Monthly Air Temperatures (T),National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Mean Monthly Air Temperatures (T),Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Mean Monthly Air Temperatures (T),US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Mean Monthly Air Temperatures (T),Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Mean Monthly Air Temperatures (T),MesoWest Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Mean Monthly Air Temperatures (T),Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Mean Monthly Air Temperatures (T),Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Mean Monthly Air Temperatures (T),Ground Survey
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Monthly Percentage of Annual Daylight Hours (P),USGS Stream Gages
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Monthly Percentage of Annual Daylight Hours (P),UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Monthly Percentage of Annual Daylight Hours (P),PRISM
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Monthly Percentage of Annual Daylight Hours (P),National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Monthly Percentage of Annual Daylight Hours (P),Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Monthly Percentage of Annual Daylight Hours (P),US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Monthly Percentage of Annual Daylight Hours (P),Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Monthly Percentage of Annual Daylight Hours (P),MesoWest Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Monthly Percentage of Annual Daylight Hours (P),Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Monthly Percentage of Annual Daylight Hours (P),Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Monthly Percentage of Annual Daylight Hours (P),Ground Survey
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Type,USGS Stream Gages
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Type,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Type,PRISM
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Type,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Type,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Type,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Type,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Type,MesoWest Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Type,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Type,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Crop Type,Ground Survey
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Effective Precipitation,USGS Stream Gages
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Effective Precipitation,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Effective Precipitation,PRISM
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Effective Precipitation,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Effective Precipitation,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Effective Precipitation,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Effective Precipitation,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Effective Precipitation,MesoWest Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Effective Precipitation,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Effective Precipitation,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Effective Precipitation,Ground Survey
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Irrigated Acreage,USGS Stream Gages
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Irrigated Acreage,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Irrigated Acreage,PRISM
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Irrigated Acreage,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Irrigated Acreage,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Irrigated Acreage,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Irrigated Acreage,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Irrigated Acreage,MesoWest Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Irrigated Acreage,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Irrigated Acreage,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Irrigated Acreage,Ground Survey
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Water Supply,USGS Stream Gages
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Water Supply,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Water Supply,PRISM
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Water Supply,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Water Supply,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Water Supply,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Water Supply,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Water Supply,MesoWest Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Water Supply,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Water Supply,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Water Supply,Ground Survey
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Agricultural Potential Consumptive Use-UT,USGS Stream Gages
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Agricultural Potential Consumptive Use-UT,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Agricultural Potential Consumptive Use-UT,PRISM
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Agricultural Potential Consumptive Use-UT,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Agricultural Potential Consumptive Use-UT,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Agricultural Potential Consumptive Use-UT,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Agricultural Potential Consumptive Use-UT,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Agricultural Potential Consumptive Use-UT,MesoWest Stations
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Agricultural Potential Consumptive Use-UT,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Agricultural Potential Consumptive Use-UT,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Daily Penman-Monteith,Agricultural Potential Consumptive Use-UT,Ground Survey
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Irrigation Method,USGS Stream Gages
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Irrigation Method,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Irrigation Method,PRISM
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Irrigation Method,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Irrigation Method,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Irrigation Method,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Irrigation Method,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Irrigation Method,MesoWest Stations
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Irrigation Method,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Irrigation Method,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Irrigation Method,Ground Survey
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Crop Irrigation Requirement,USGS Stream Gages
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Crop Irrigation Requirement,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Crop Irrigation Requirement,PRISM
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Crop Irrigation Requirement,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Crop Irrigation Requirement,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Crop Irrigation Requirement,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Crop Irrigation Requirement,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Crop Irrigation Requirement,MesoWest Stations
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Crop Irrigation Requirement,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Crop Irrigation Requirement,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Crop Irrigation Requirement,Ground Survey
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Solar Radiation,USGS Stream Gages
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Solar Radiation,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Solar Radiation,PRISM
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Solar Radiation,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Solar Radiation,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Solar Radiation,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Solar Radiation,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Solar Radiation,MesoWest Stations
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Solar Radiation,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Solar Radiation,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Solar Radiation,Ground Survey
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Temperature,USGS Stream Gages
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Temperature,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Temperature,PRISM
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Temperature,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Temperature,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Temperature,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Temperature,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Temperature,MesoWest Stations
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Temperature,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Temperature,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Temperature,Ground Survey
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Vapor Pressure,USGS Stream Gages
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Vapor Pressure,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Vapor Pressure,PRISM
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Vapor Pressure,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Vapor Pressure,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Vapor Pressure,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Vapor Pressure,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Vapor Pressure,MesoWest Stations
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Vapor Pressure,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Vapor Pressure,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Vapor Pressure,Ground Survey
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Wind Run,USGS Stream Gages
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Wind Run,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Wind Run,PRISM
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Wind Run,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Wind Run,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Wind Run,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Wind Run,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Wind Run,MesoWest Stations
UT,Agricultural Depletions-UT,Modified Blaney-Criddle,Wind Run,Fruit Growers Network Stations (FGNET)
